price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,has_basement,yr_built,is_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
189000.0,2,1,13.911873923873546,82.30650832901235,1,0,0,4,7,4.549735005615278,0,1921,0,98002,47.3089,-122.21,4.762602267202588,86.80983057234778
230000.0,3,1,14.051279685381521,82.05877466985685,1,0,0,4,7,4.565257999525176,0,1969,0,98003,47.3343,-122.306,4.845112796282179,110.46032619814467
385000.0,4,2,14.960044027737485,63.04319080316511,1,0,0,4,7,4.419780013999444,1,1947,0,98133,47.7025,-122.341,4.883685025251608,85.94670260390197
2000000.0,3,3,17.356239754506053,106.48830190301103,1,0,4,3,9,4.791677196687481,1,1968,0,98040,47.5316,-122.233,5.2728576811081265,148.6737608959583
285000.0,5,3,16.20503592254175,69.13249711174366,2,0,0,3,8,4.782571396975743,0,1995,0,98092,47.3266,-122.169,5.079494383902763,99.76372520620205
252700.0,2,2,13.525521280529931,81.62892749094256,1,0,0,3,7,4.505669450515584,0,1985,0,98030,47.3533,-122.166,4.8242808389540155,107.90109185828706
329000.0,3,3,16.496851951830678,69.98330474189574,2,0,0,4,8,4.809115010257643,0,1985,0,98030,47.3739,-122.172,5.072184601572912,98.88908223469275
233000.0,3,2,15.154727930269933,61.609990749083146,2,0,0,5,6,4.681586189011362,0,1941,0,98002,47.3048,-122.218,4.7498807434748676,83.83518994833297
937000.0,3,2,16.496851951830678,49.43776853360995,2,0,0,3,8,4.689975391464283,1,1915,0,98119,47.6386,-122.36,4.9803695470236065,74.29822853930457
667000.0,3,1,14.44348557548945,39.973490548841525,2,0,0,5,8,4.6079034858241865,0,1909,0,98112,47.6221,-122.314,5.003332001397771,76.87232436842484
438000.0,3,2,14.732939307268818,69.47481129286537,1,0,0,3,7,4.3857098223466275,1,1948,0,98115,47.695,-122.304,4.9187288262293904,94.82068624328859
719000.0,4,3,16.681685977723987,72.73198967403296,2,0,0,3,8,4.825608507037893,0,2005,0,98052,47.7073,-122.11,5.143933494574876,93.41918639104355
580500.0,3,3,16.28796267710265,57.71963076514376,2,0,0,3,8,4.790178187832592,0,2003,0,98027,47.5391,-122.07,5.1362911029935905,77.90368690377089
280000.0,2,2,13.883417829426518,36.536526881790394,3,0,0,3,7,4.54654223395796,0,2005,0,98133,47.7274,-122.357,4.880614325749487,54.28009561810623
687500.0,4,2,16.304370317892893,63.142535875256485,2,0,0,4,7,4.636002280367386,1,1929,0,98117,47.6823,-122.368,4.9016092267911935,86.09762730712735
535000.0,3,1,13.58740360374016,51.61680355785707,2,0,0,4,8,4.512833022201907,0,1929,0,98117,47.6889,-122.375,4.93242825118852,86.69788713257265
322500.0,4,3,15.839323988711723,70.64812979913559,1,0,0,3,7,4.574236964527217,1,1981,0,98058,47.4276,-122.157,5.037345298111686,109.75122510396476
696000.0,3,3,16.254971096080652,52.023481327022836,2,0,0,3,8,4.636002280367386,1,1930,1,98115,47.6827,-122.31,4.937772130706389,71.40027945851736
550000.0,4,1,15.047647105111563,106.48830190301103,1,0,0,1,5,4.4508362157569135,1,1933,0,98052,47.6621,-122.132,5.064724821563252,123.62626231432169
640000.0,4,2,16.353246131162294,67.8241316021752,2,0,0,4,8,4.7961307442868,0,1904,0,98107,47.6702,-122.362,4.973195497023982,83.79615172809365
240000.0,4,1,13.968202544845795,76.17467525896829,1,0,0,2,7,4.4334291149357945,1,1969,0,98001,47.3341,-122.282,4.848478574012387,104.54994673351027
605000.0,4,3,16.756598238575865,74.21345460320182,2,0,0,3,8,4.832224377242226,0,1996,0,98056,47.5301,-122.18,5.142418072391432,125.55833946739442
625000.0,4,3,16.681685977723987,65.64311783602771,2,0,0,3,9,4.825608507037893,0,2000,0,98074,47.6145,-122.027,5.118879053551986,90.95918007752526
775000.0,4,3,18.691413593924132,106.48830190301103,1,0,0,3,8,4.829595382509136,1,1984,0,98166,47.445,-122.347,5.109012489712019,148.6737608959583
861990.0,5,3,18.022920584860515,66.1945086570615,2,0,0,3,9,4.93840819441104,0,2014,0,98053,47.6848,-122.016,5.269179130979838,90.74845524326133
685000.0,3,1,14.847987781251963,46.282540965356446,2,0,0,3,7,4.650365475388624,0,1922,0,98119,47.6413,-122.364,4.935109636546881,65.02522443303725
309000.0,3,1,14.13272341174422,81.6717460550193,1,0,0,4,6,4.4465653013234245,1,1959,0,98058,47.4485,-122.175,4.8648813961538835,110.23188958883851
488000.0,3,3,17.49832044570799,93.30202743982206,2,0,0,3,8,4.895671850596088,0,2003,0,98019,47.7443,-121.977,5.202349037358247,112.51004730894455
210490.0,3,1,13.26800004679169,77.81357651687968,1,0,0,3,6,4.475412473529621,0,1966,0,98023,47.3066,-122.371,4.827123790490155,110.40599305724825
785000.0,4,3,16.238386221191963,92.8025759125928,2,0,0,4,9,4.785636740153107,0,1981,0,98007,47.6194,-122.151,5.151415277983114,133.48500616420185
450000.0,3,2,14.051279685381521,67.65996564522399,1,0,0,4,7,4.565257999525176,0,1953,0,98115,47.6796,-122.301,4.7231480602924565,86.84710301488063
1350000.0,3,3,16.950258894775498,106.48830190301103,1,1,2,5,9,4.765958468834473,1,1953,0,98070,47.4041,-122.451,5.151415277983114,148.6737608959583
228000.0,3,1,13.883417829426518,80.14437245306543,1,0,0,3,7,4.54654223395796,0,1955,0,98148,47.4258,-122.322,4.813431198883863,113.2069843660226
345000.0,5,3,17.485574593242212,79.92331941760364,1,0,0,4,8,4.666354388368835,1,1966,0,98056,47.4934,-122.189,5.031202308449587,111.98358316265407
600000.0,3,2,14.468374746576101,58.287094461019066,1,0,0,4,7,4.479343724101324,1,1950,0,98117,47.6808,-122.384,4.886731320207244,78.75677467766542
585000.0,2,2,15.69185473854281,77.89177367574108,1,0,0,3,7,4.475412473529621,1,1981,0,98117,47.6989,-122.369,4.9074017391833955,98.08675764712814
920000.0,5,3,16.91733044503164,67.8241316021752,2,0,0,3,8,4.760216472963121,1,1927,0,98105,47.6571,-122.281,5.158742731981989,93.24289759181674
885000.0,4,3,17.05886630879437,63.142535875256485,2,0,0,3,9,4.8585249357911025,0,1995,0,98105,47.6597,-122.29,5.022848774563842,86.09762730712735
292500.0,4,3,16.17144164911069,60.553766019632924,2,0,0,3,7,4.77947521916474,0,2008,0,98042,47.3663,-122.114,5.081299057219876,82.21463611032551
301000.0,3,3,16.449475483890936,61.88241403070079,2,0,0,3,8,4.804847983981571,0,2003,0,98042,47.3663,-122.122,5.152892920632871,84.18546764616791
951000.0,5,4,17.611556182974702,95.23500356190833,2,0,4,4,8,4.9050414027733575,0,1968,0,98008,47.588,-122.116,5.190621038006931,121.62473343624436
430000.0,4,3,15.441349736803243,82.71461437980817,2,0,0,3,8,4.710029524323046,0,1991,0,98059,47.5059,-122.149,5.084881674143453,108.77039009776419
650000.0,3,3,15.99966783110908,106.48830190301103,1,0,3,4,8,4.6550151168196,1,1959,0,98166,47.4336,-122.339,5.134742772512815,148.6737608959583
289000.0,3,2,14.078605566873721,77.3560995544906,1,0,0,3,7,4.568277941640806,0,1954,0,98148,47.4366,-122.335,4.848478574012387,109.91539942936218
505000.0,3,2,16.604022896472003,78.38647903248882,2,0,0,5,8,4.818707952556056,0,1973,0,98166,47.4428,-122.344,5.12371242811687,113.91916866967459
549000.0,3,2,14.77932906238369,33.79986729813738,3,0,0,3,8,4.6432633451827,0,2014,0,98115,47.6765,-122.32,4.935109636546881,69.69868181870021
425000.0,3,3,15.047647105111563,67.8241316021752,1,0,0,3,7,4.519848810993779,1,1979,0,98122,47.6113,-122.297,4.89572738799987,78.75677467766542
317625.0,3,3,16.9744513499456,56.728315701535685,2,0,0,5,7,4.694088697192083,1,1925,0,98144,47.5747,-122.304,4.89572738799987,78.07528015344536
975000.0,4,3,16.90294210170087,86.06660834233658,2,0,0,3,10,4.84503604719519,0,1989,0,98004,47.5815,-122.192,5.1616318396157235,121.648646755394
287000.0,4,3,16.154551782811456,61.35641874716731,2,0,0,3,7,4.777915384031934,0,2005,0,98001,47.3378,-122.257,5.076040576862991,82.6694088342881
204000.0,3,1,13.301111749227646,89.07263942231458,1,0,0,4,7,4.479343724101324,0,1968,0,98042,47.3621,-122.11,4.741167567610421,128.94213520802276
1325000.0,5,3,17.548972520314397,106.48830190301103,1,0,0,3,8,4.657315088772749,1,1965,0,98004,47.6303,-122.215,5.243404818809233,148.6737608959583
1040000.0,5,4,18.701423909984904,106.48830190301103,1,0,0,4,11,4.88599413300653,1,1973,0,98005,47.6525,-122.16,5.258991012146354,148.6737608959583
325000.0,3,2,14.078605566873721,66.07004374348146,1,0,0,4,7,4.568277941640806,0,1972,0,98034,47.7362,-122.179,4.950809838819307,84.14664221027152
571000.0,4,2,16.945976815832083,75.17796747145368,2,0,0,5,7,4.77947521916474,1,1916,0,98125,47.7168,-122.287,4.915928540654229,104.59081505456605
360000.0,4,3,16.385545214649305,63.142535875256485,2,0,0,3,8,4.799064196480651,0,2005,0,98038,47.3608,-122.036,5.110675848443996,86.09762730712735
349000.0,3,2,15.32078827353479,106.48830190301103,1,0,0,5,7,4.512833022201907,1,1965,0,98042,47.3511,-122.073,5.020730463203954,148.6737608959583
832500.0,4,4,17.830457287112498,106.48830190301103,2,0,0,4,10,4.800520440083714,1,1986,0,98075,47.5822,-121.987,5.225886582846801,148.6737608959583
380000.0,4,2,15.25924911234117,73.2324356087635,1,0,0,3,7,4.4289382452155515,1,1956,0,98008,47.6034,-122.125,4.96092428246953,102.77826142897034
480000.0,3,1,13.430879030288303,63.439093919788476,1,0,0,3,7,4.494633856098553,0,1941,0,98116,47.5636,-122.394,4.684480087426114,86.54833373346476
410000.0,3,1,14.468374746576101,63.439093919788476,1,0,0,4,7,4.442241322633616,1,1956,0,98133,47.7073,-122.34,4.790784873999059,91.12729961559955
720000.0,4,3,17.854188934189366,106.48830190301103,2,0,0,3,10,4.924847474284154,0,2002,0,98010,47.342,-122.025,5.238819237782004,148.6737608959583
390000.0,3,3,16.337011594336428,63.63558406842355,2,0,0,3,8,4.794653408967763,0,2003,0,98038,47.3512,-122.008,5.098867627006655,88.77883929488415
360000.0,4,3,15.539371029900407,67.3297197669175,2,0,0,3,7,4.719599922108541,0,1992,0,98038,47.349,-122.031,5.005552070190018,95.940900599054
355000.0,2,1,15.766193353867399,70.90056209192083,1,0,0,3,7,4.483230567909131,1,1948,0,98118,47.5474,-122.291,4.970773216458662,97.97234230954122
356000.0,3,2,15.090795455801398,78.46376595583159,1,0,0,3,8,4.675146637044372,0,1964,0,98059,47.4811,-122.149,5.001098558991078,110.1719577024253
315000.0,3,1,13.166976830822238,70.54425777311891,1,0,0,3,6,4.46334248828927,0,1952,0,98125,47.7264,-122.31,4.93242825118852,100.98376282355966
940000.0,3,2,15.982129137950949,55.47829404244809,2,0,0,3,9,4.719599922108541,1,1925,0,98119,47.6337,-122.365,5.037345298111686,84.57243879743334
305000.0,5,3,16.81568118160959,77.3560995544906,2,0,0,5,7,4.837414634175469,0,1961,0,98092,47.2909,-122.189,4.937772130706389,106.65354764155968
461000.0,3,4,16.9744513499456,69.03788643722989,2,0,0,3,9,4.734332555046042,1,2006,0,98056,47.5228,-122.199,5.012133532027997,101.87110739487674
215000.0,2,3,14.937863945223771,44.272975409973945,2,0,0,4,7,4.659598788847168,0,1979,0,98056,47.518,-122.194,5.022848774563842,57.82593030501121
335000.0,2,2,13.398829576779123,34.087587973585464,2,0,0,3,7,4.3727021028172715,1,2006,0,98136,47.5394,-122.387,4.7498807434748676,44.155151839976774
243500.0,4,3,15.69185473854281,73.63434000706359,2,0,0,3,7,4.734332555046042,0,1988,0,98023,47.2897,-122.372,5.029131625134176,102.83796627650295
1099880.0,5,3,17.936363349284814,69.35958076678993,2,0,0,4,10,4.9314732447390535,0,2001,0,98199,47.6506,-122.391,5.126898821022286,94.92022836577758
153000.0,3,1,13.911873923873546,84.37822101370588,1,0,0,3,7,4.549735005615278,0,1962,0,98023,47.322,-122.351,4.86807988965163,118.98486659462547
430000.0,3,2,14.870632860996258,63.142535875256485,1,0,0,3,8,4.577176941927879,1,1939,0,98117,47.687,-122.386,4.93242825118852,82.21463611032551
700000.0,3,2,14.870632860996258,63.142535875256485,1,0,0,3,8,4.577176941927879,1,1939,0,98117,47.687,-122.386,4.93242825118852,82.21463611032551
905000.0,4,3,17.673348328493567,83.59112895250456,1,0,0,3,7,4.800520440083714,1,1946,1,98040,47.5873,-122.249,5.022848774563842,93.54773694869725
247500.0,3,2,15.65421848503439,98.58505104302766,1,0,0,3,7,4.730713630950579,0,1967,0,98032,47.3576,-122.277,4.977993474894977,141.34392486943906
199000.0,4,2,13.796846035594335,69.5599715117349,1,0,0,4,7,4.5367779262362244,0,1975,0,98023,47.3036,-122.378,4.8022716176830045,95.90819832076363
314000.0,3,2,15.361342011565927,106.48830190301103,1,0,0,5,7,4.552897694907062,1,1980,0,98038,47.4109,-121.958,4.953364083549021,148.6737608959583
437500.0,3,3,16.28796267710265,106.48830190301103,2,0,2,3,9,4.790178187832592,0,1992,0,98045,47.4838,-121.714,5.131625821502113,148.6737608959583
850830.0,3,3,15.857422934902772,92.33123089804928,2,0,0,5,9,4.571270778691448,1,1910,0,98102,47.6415,-122.315,5.072184601572912,82.21463611032551
555000.0,3,2,15.69185473854281,54.727604532467545,2,0,0,4,7,4.618402567959396,1,1929,0,98117,47.6775,-122.372,4.943041443196001,73.42313873509677
699950.0,3,3,16.069154695889583,106.48830190301103,2,0,0,4,8,4.7699957098968735,0,1983,0,98077,47.7731,-122.08,5.134742772512815,148.6737608959583
1088000.0,3,3,17.18275394439907,76.31432266150118,2,0,0,3,8,4.869125633517759,0,1950,1,98004,47.5814,-122.196,5.102281087391173,106.35720013198632
290000.0,3,1,13.940134514886521,106.48830190301103,1,0,0,3,7,4.552897694907062,0,1954,0,98058,47.4375,-122.184,4.950809838819307,138.53895694006474
375000.0,3,3,16.320719805868023,82.80808834268417,1,0,0,4,8,4.623528590572274,1,1978,0,98058,47.4431,-122.133,5.081299057219876,106.63648016114516
460000.0,3,1,15.069274717192336,57.862321890010136,2,0,0,4,7,4.5400642588191555,1,1939,0,98117,47.6878,-122.38,4.831349653700168,78.11810149180046
188500.0,2,2,14.023772353436492,47.958293709087364,1,0,0,4,8,4.562210487056133,0,1985,0,98198,47.3813,-122.322,4.841717515558124,85.84084823704517
680000.0,4,3,17.472795222692767,106.48830190301103,2,0,0,4,10,4.893548541660465,0,1991,0,98077,47.7304,-122.082,5.194574124846737,148.6737608959583
470000.0,5,2,15.784587559238565,89.8465288183909,2,0,0,4,7,4.743201135323421,0,1942,0,98052,47.6417,-122.109,5.12371242811687,113.56904962104164
597750.0,4,3,16.271496424654757,81.56628177442508,2,0,0,3,8,4.788671821083313,0,1984,0,98027,47.5386,-122.053,5.020730463203954,114.62552569374616
570000.0,3,2,14.078605566873721,53.78178553850809,1,0,0,5,6,4.336487070038764,1,1905,0,98103,47.6823,-122.349,4.877518848494924,73.95901053788062
272500.0,3,2,14.77932906238369,90.57082673347102,1,0,0,4,7,4.5367779262362244,1,1980,0,98038,47.3624,-122.031,4.924268165622187,124.50686339177895
329950.0,3,2,15.875449692731115,67.68663017748923,1,0,2,3,7,4.509270073852605,1,1971,0,98108,47.5474,-122.295,5.051291201840024,89.76360105164845
480000.0,4,3,17.586618951505194,99.76629079552603,2,0,3,3,9,4.818844778160957,1,2001,0,98001,47.3183,-122.253,5.145442493657317,108.63169615602607
740500.0,3,4,18.701423909984904,69.3467585555362,2,0,0,3,8,4.852468828845491,1,1900,1,98117,47.6981,-122.368,4.996590936692491,95.58036596266639
518500.0,3,4,14.893159681852435,34.55052962878837,3,0,0,3,8,4.6550151168196,0,2010,0,98103,47.6824,-122.347,4.945648748367836,70.44849970192486
205425.0,2,1,12.88420755662134,71.14746731922037,1,0,0,4,6,4.4289382452155515,0,1945,0,98178,47.5009,-122.248,4.813431198883863,98.35304641889002
171800.0,4,2,14.847987781251963,81.48704011210357,1,0,0,3,6,4.650365475388624,0,1950,0,98168,47.4965,-122.303,5.007758916324948,111.27113147985627
535000.0,4,1,14.937863945223771,51.49381342865601,2,0,0,4,7,4.659598788847168,0,1925,0,98144,47.587,-122.294,4.943041443196001,78.4169954947229
660000.0,3,3,16.417620533663612,69.87363066695666,1,0,2,3,8,4.648015353925996,1,1964,0,98177,47.7728,-122.386,5.097148705815232,120.72104372436377
391500.0,3,2,14.566493892972785,79.91650226820352,1,0,0,3,7,4.620975619116054,0,1987,0,98034,47.7288,-122.226,4.935109636546881,111.82874676730646
395000.0,2,1,12.458439374471052,67.8241316021752,1,0,0,3,6,4.375341921687963,0,1953,0,98117,47.6999,-122.364,4.968335152581901,93.24289759181674
445000.0,4,2,15.911289166427073,60.04678937754352,2,0,0,5,7,4.683704232938013,1,1924,0,98118,47.5299,-122.266,5.001098558991078,81.40873180101781
770000.0,3,3,17.16914593074679,83.44500531592342,2,0,0,3,9,4.867966235040527,0,1990,0,98052,47.6897,-122.098,5.154364439715494,134.77519651622748
1450000.0,4,3,16.945976815832083,103.51542509466222,2,0,0,3,8,4.734332555046042,1,1914,1,98004,47.6141,-122.212,5.203628234899835,122.72311253158036
445000.0,3,3,15.911289166427073,76.63615960071947,1,0,2,3,8,4.661866432164343,1,1967,0,98178,47.5091,-122.244,5.148441427515915,109.70739055866083
260000.0,4,3,16.01713916844921,78.81006076909654,1,0,0,3,8,4.5970579733290355,1,1978,0,98023,47.3129,-122.39,5.051291201840024,107.97948286380598
822500.0,5,4,16.28796267710265,62.94359686034977,2,0,0,5,7,4.683704232938013,1,1926,0,98103,47.6763,-122.352,4.9658811093444735,85.795429655622
430000.0,4,3,15.857422934902772,59.56016612427033,2,0,0,3,7,4.750119177668603,0,2004,0,98065,47.5319,-121.85,5.027049226225021,75.87593789319544
212000.0,3,2,13.494220538766474,75.43285658508998,1,0,0,4,7,4.502030396077217,0,1986,0,98092,47.2761,-122.152,4.889753575604319,103.8460477788622
660500.0,4,3,15.747723661665914,81.49695206426104,1,0,0,3,8,4.618402567959396,1,1986,0,98027,47.5343,-122.054,5.045379256862906,115.43387444866
784000.0,3,4,18.41341805692988,106.48830190301103,2,0,0,3,9,4.810524177419544,1,1989,0,98052,47.697,-122.072,5.120497431273637,148.6737608959583
453246.0,3,3,15.747723661665914,46.339128328674256,2,0,0,3,8,4.605225416118757,1,2014,0,98029,47.5517,-121.998,4.963410887090549,52.96799296101437
675000.0,4,4,15.982129137950949,46.266353272069836,3,0,0,3,9,4.761867918209871,0,2005,0,98107,47.6734,-122.38,4.924268165622187,61.00433563125031
199000.0,3,2,14.238893297788284,102.61130338278886,1,0,0,4,7,4.585843892586226,0,1956,0,98003,47.3257,-122.296,4.927007779137354,148.6737608959583
220000.0,4,2,15.766193353867399,75.30183566205686,1,0,0,3,7,4.483230567909131,1,1968,0,98003,47.3309,-122.299,4.977993474894977,106.51120848849486
452000.0,4,3,16.711794342940294,82.79842645635419,1,0,0,4,8,4.591498468154598,1,1968,0,98028,47.7689,-122.266,4.927007779137354,118.66917947444541
382500.0,2,1,13.883417829426518,60.261076281467446,1,0,0,3,6,4.54654223395796,0,1981,0,98125,47.7135,-122.287,4.762602267202588,91.28105225281247
519950.0,3,3,13.825907007662769,36.34891322105928,3,0,0,3,8,4.5400642588191555,0,2014,0,98107,47.6722,-122.381,4.86807988965163,47.63337683381161
665000.0,2,1,13.648353613990267,52.953456629389315,1,0,0,3,7,4.519848810993779,0,1925,0,98119,47.6338,-122.358,4.806026950730244,74.5444956185498
527700.0,5,3,17.04490062134878,80.73807361684824,1,0,0,4,8,4.645648056380129,1,1968,0,98006,47.5707,-122.128,5.171561937627419,113.26480725810141
205000.0,3,1,14.937863945223771,77.99466046293226,1,0,0,4,7,4.483230567909131,1,1962,0,98058,47.4563,-122.171,4.943041443196001,108.97523029649862
420000.0,3,1,13.494220538766474,76.25557352819173,1,0,0,4,7,4.455055277323404,1,1923,0,98133,47.7144,-122.351,4.9297277189785085,105.3633520913425
500000.0,4,3,15.784587559238565,77.77443080436416,1,0,0,4,8,4.602525369820622,1,1961,0,98006,47.5495,-122.174,5.077680688157548,110.31898661531336
921500.0,4,3,18.107996609234483,106.48830190301103,2,0,0,4,9,4.945180705204355,0,1994,0,98077,47.7421,-122.026,5.174348599525846,148.6737608959583
890000.0,4,1,16.651383148873826,57.83382815106862,2,0,0,3,8,4.79760098552998,1,1905,0,98109,47.6354,-122.353,5.072184601572912,78.07528015344536
430000.0,2,3,16.449475483890936,106.48830190301103,2,0,0,3,7,4.804847983981571,0,2007,0,98027,47.5262,-121.943,5.020730463203954,148.6737608959583
258000.0,5,2,16.188269528932338,90.2911976497387,1,0,0,4,8,4.52672244728295,1,1960,0,98032,47.3887,-122.286,4.87125202532814,148.6737608959583
511000.0,3,1,14.517718145857042,54.58425122992628,1,0,0,3,7,4.471435852541587,1,1947,0,98103,47.6873,-122.336,4.898679635978131,83.00241946555364
532170.0,3,2,14.342434142809717,52.224958713202135,2,0,0,3,8,4.5970579733290355,0,1990,0,98103,47.6838,-122.353,4.913107461703062,69.69868181870021
560000.0,3,1,13.648353613990267,63.142535875256485,2,0,0,3,7,4.519848810993779,0,1947,0,98107,47.655,-122.359,4.889753575604319,86.09762730712735
282950.0,3,1,14.051279685381521,76.6325144787997,1,0,0,4,7,4.565257999525176,0,1954,0,98003,47.3255,-122.304,4.96092428246953,109.27327840334434
2250000.0,4,4,18.701423909984904,106.48830190301103,2,0,3,3,12,4.933338861480236,1,2006,0,98006,47.562,-122.162,5.216169025097331,115.21322364348016
350000.0,1,1,12.160490849681045,63.63558406842355,1,0,0,3,7,4.336487070038764,0,1942,0,98115,47.679,-122.3,4.741167567610421,86.84710301488063
215000.0,3,1,13.854763219012543,74.65640831620247,1,0,0,4,7,4.543318837375511,0,1967,0,98058,47.4479,-122.176,4.813431198883863,103.78120882715015
650000.0,5,4,18.42399047231228,106.48830190301103,2,0,0,3,9,4.816096479713094,1,1996,0,98056,47.525,-122.172,5.145442493657317,133.44270245379758
320000.0,4,3,16.786232282605496,74.0096595895635,1,0,0,3,8,4.661866432164343,1,1967,0,98023,47.3135,-122.369,5.029131625134176,104.98673196693443
247000.0,3,2,14.10575262077472,72.8309364395418,2,0,0,3,7,4.571270778691448,0,1916,1,98022,47.2086,-121.996,4.8022716176830045,100.95319232132599
320000.0,4,2,15.25924911234117,86.46172029139296,1,0,0,4,8,4.692038681636932,0,1968,0,98059,47.4715,-122.118,4.973195497023982,122.27297630641033
255000.0,5,3,15.839323988711723,78.18213652336874,1,0,0,3,7,4.49087474227111,1,1962,0,98146,47.4877,-122.335,4.741167567610421,124.61809776726835
438000.0,3,2,15.30037066247763,81.68491377195745,1,0,0,3,7,4.696125597812521,0,1962,0,98034,47.7171,-122.193,4.817081371845883,114.74958180772073
900000.0,3,3,17.794644269922284,100.78934948071603,2,0,0,3,10,4.920020579800788,0,2000,0,98075,47.6012,-122.023,5.244541773107488,128.79147513504697
441000.0,3,3,15.558718702859323,73.15398704126383,1,0,0,3,7,4.5367779262362244,1,1979,0,98034,47.7319,-122.224,4.968335152581901,106.57956254450407
420000.0,3,2,15.766193353867399,106.48830190301103,1,0,0,4,7,4.483230567909131,1,1975,0,98027,47.4582,-122.023,5.055180075832391,148.6737608959583
370000.0,3,2,14.870632860996258,72.04131739128714,1,0,0,3,7,4.543318837375511,1,1976,0,98034,47.7209,-122.168,4.950809838819307,102.77826142897034
269950.0,2,2,14.290983347397527,73.03606203784798,1,0,0,5,5,4.336487070038764,1,1949,0,98198,47.408,-122.327,4.996590936692491,115.21322364348016
807100.0,4,3,16.84494747143079,60.57496531018436,2,0,0,3,9,4.839976619280091,0,1999,0,98006,47.565,-122.125,5.185280068611974,82.21463611032551
653000.0,3,3,16.84494747143079,81.98029377743924,1,0,0,4,8,4.659598788847168,1,1979,0,98034,47.7028,-122.231,5.120497431273637,109.91539942936218
371500.0,3,2,14.367925183753234,77.12573141940898,1,0,0,5,7,4.599803005363297,0,1964,0,98133,47.7458,-122.331,4.982730585645618,101.50160924939347
284000.0,3,2,14.825223062589926,106.48830190301103,1,0,0,3,7,4.648015353925996,0,1954,0,98166,47.4776,-122.337,4.766753614241118,105.24765804795982
272000.0,3,2,16.01713916844921,72.60105041726726,1,0,0,4,7,4.672971041943024,1,1978,0,98023,47.3026,-122.374,5.018599918948183,101.87715005001883
313000.0,3,2,14.290983347397527,75.57097055115953,2,0,0,3,7,4.591498468154598,0,1955,0,98133,47.7658,-122.339,4.9074017391833955,105.3633520913425
917500.0,4,3,18.338784693703033,106.48830190301103,2,0,0,3,10,4.825608507037893,1,1984,0,98033,47.6477,-122.182,5.2728576811081265,148.6737608959583
